,accgdln,age,altdum,amttotal,casetype,citwhere,combdrg2,crimhist,disposit,district,drugmin,dsplea,educatn,intdum,methmin,monrace,monsex,mweight,newcit,newcnvtn,neweduc,newrace,nodrug,numdepen,offguide,prisdum,probatn,probdum,quarter,reas1,reas2,reas3,regsxmin,relmin,restdet1,restdum,safe,safety,senspcap,sensplt0,sentimp,smax1,smin1,sources,statmax,statmin,supermax,supermin,suprdum,suprel,timservc,totchpts,totrest,totunit,typemony,typeoths,unit1,mwgt1,wgt1,xcrhissr,xfolsor,xmaxsor,xminsor,sentrnge,no_of_misclass
924,1.0,43.0,0,0,1.0,211.0,2.0,1.0,1,35,60,1,10.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,3.0,8.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,138.0,138.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,28.0,97.0,78.0,0.0,1
925,1.0,32.0,0,0,1.0,211.0,3.0,1.0,1,50,60,1,21.0,0,0,2,0.0,158042.5,0.0,0,3.0,2.0,3.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,48,0.0,8.0,0.0,1.0,1.0,0,1.0,153000.0,153.0,4.0,21.0,71.0,57.0,0.0,1
931,1.0,38.0,0,0,1.0,211.0,1.0,1.0,1,22,60,1,21.0,0,0,1,0.0,268000.0,0.0,0,3.0,3.0,1.0,3.0,10,1,0,0,1,14.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,10.0,0.0,1.0,1.0,0,1.0,268000.0,1340.0,6.0,31.0,235.0,188.0,8.0,1
934,1.0,26.0,0,0,1.0,211.0,2.0,1.0,1,47,0,1,21.0,0,0,2,0.0,115626.22,0.0,0,3.0,2.0,2.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,188.0,188.0,1,360.0,0.0,1,9996.0,60.0,72.0,34.99150401836969,1,72,0.0,9.0,0.0,1.0,1.0,0,1.0,102916.22,28.82,6.0,31.0,327.0,262.0,2.0,1
935,1.0,34.0,0,5000,1.0,211.0,6.0,1.0,1,38,120,1,23.0,0,0,2,0.0,21400000.0,0.0,0,5.0,2.0,1.0,10.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,210.0,210.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,11.0,0.0,1.0,3.0,0,2.0,21400000.0,1070.0,5.0,33.0,262.0,210.0,0.0,1
936,2.0,31.0,0,0,1.0,211.0,6.0,1.0,1,42,120,1,34.0,0,0,1,1.0,16340000.0,0.0,0,5.0,3.0,2.0,3.0,10,1,0,0,1,38.0,1205.0,762.0,0,0,0.0,0.0,2.0,1.0,48.0,48.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,2.0,0.0,1.0,1.0,0,1.0,16340000.0,817.0,2.0,26.0,87.0,70.0,8.0,1
940,1.0,33.0,0,0,1.0,211.0,1.0,1.0,1,47,60,1,34.0,0,0,2,0.0,64756246.960035145,0.0,0,5.0,2.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,10.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,5.0,25.0,125.0,100.0,0.0,1
942,1.0,62.0,0,0,1.0,211.0,1.0,1.0,1,31,0,1,12.0,0,0,2,0.0,125946.0,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,46.0,46.0,1,240.0,0.0,1,600.0,0.0,36.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,125946.0,629.73,1.0,23.0,57.0,46.0,0.0,1
945,1.0,47.0,0,0,1.0,211.0,6.0,1.0,1,72,120,1,12.0,0,0,2,0.0,2927471.4,0.0,0,3.0,2.0,4.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,1936000.0,968.0,2.0,31.0,151.0,121.0,7.0,1
946,1.0,36.0,0,0,1.0,49.0,6.0,0.0,1,70,120,1,9.0,0,0,1,1.0,56131575.0,1.0,0,1.0,3.0,4.0,2.0,10,1,0,0,1,48.0,1211.0,17.0,0,0,0.0,0.0,1.0,1.0,40.0,40.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,35560000.0,1778.0,1.0,31.0,135.0,108.0,3.0,1
949,1.0,19.0,0,0,1.0,49.0,6.0,1.0,1,39,0,1,11.0,0,0,1,0.0,7674800.92,1.0,0,1.0,3.0,4.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,110.0,110.0,1,240.0,0.0,1,240.0,0.0,137.440206185567,36.0,1,36,0.0,8.0,0.0,1.0,1.0,0,1.0,6028000.0,301.4,4.0,31.0,188.0,151.0,2.0,1
955,1.0,42.0,0,0,1.0,211.0,6.0,1.0,1,49,60,1,34.0,0,0,1,0.0,64756246.960035145,0.0,0,5.0,1.0,1.0,1.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,96.0,96.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,20.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,25.0,137.0,110.0,8.0,1
964,1.0,44.0,0,0,1.0,211.0,6.0,1.0,1,76,60,1,12.0,0,0,1,0.0,1210800.0,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,865.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,20.0,0.0,1.0,1.0,0,1.0,1210800.0,60.54,6.0,27.0,162.0,130.0,8.0,1
967,2.0,38.0,0,0,1.0,211.0,77.0,1.0,1,0,0,1,21.0,0,0,1,0.0,132800.0,0.0,0,3.0,1.0,2.0,1.0,10,1,0,0,1,14.0,19.0,4.0,0,0,0.0,0.0,0.0,0.0,36.0,36.0,1,240.0,0.0,1,480.0,0.0,36.0,12.0,1,36,0.0,24.0,0.0,1.0,1.0,0,1.0,92800.0,37.12,6.0,23.0,115.0,92.0,2.0,1
970,1.0,26.0,0,300,1.0,211.0,6.0,1.0,1,54,60,5,12.0,0,0,1,0.0,21200000.0,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,65.0,865.0,4.0,0,0,0.0,0.0,0.0,0.0,135.0,135.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,5.0,0.0,1.0,3.0,0,2.0,21200000.0,1060.0,3.0,33.0,210.0,168.0,8.0,1
973,1.0,51.0,0,0,1.0,211.0,1.0,1.0,1,4,60,1,0.0,0,0,8,1.0,64756246.960035145,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,3.0,0.0,0.0,0.0,60.0,60.0,1,960.0,60.0,1,960.0,60.0,60.0,24.0,1,96,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,25.0,71.0,57.0,0.0,1
976,2.0,40.0,0,1500,1.0,211.0,6.0,1.0,1,46,120,1,21.0,0,0,2,0.0,3014173.41,0.0,0,3.0,2.0,6.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,11.0,0.0,1.0,3.0,0,1.0,2886200.0,144.31,5.0,29.0,175.0,140.0,2.0,1
984,1.0,41.0,0,1000,2.0,211.0,77.0,1.0,1,42,0,5,34.0,0,0,1,1.0,64756246.960035145,0.0,0,5.0,1.0,1.0,1.0,9,0,60,1,1,19.0,3.0,4.0,0,0,4.0,0.0,1.0,1.0,0.0,0.0,4,12.0,0.0,5,12.0,0.0,137.440206185567,34.99150401836969,0,0,0.0,0.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,1.0,6.0,6.0,0.0,0.0,1
985,1.0,41.0,0,0,1.0,211.0,6.0,1.0,1,63,60,1,34.0,0,0,1,1.0,1654920.0,0.0,0,5.0,1.0,2.0,0.0,10,1,0,0,1,15.0,17.0,55.0,0,0,0.0,0.0,0.0,0.0,140.0,140.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,48,0.0,8.0,0.0,1.0,1.0,0,1.0,1589000.0,79.45,4.0,27.0,125.0,100.0,8.0,1
987,2.0,48.0,0,0,1.0,49.0,1.0,1.0,1,41,60,1,8.0,0,0,1,1.0,64756246.960035145,1.0,0,1.0,3.0,2.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,37.0,37.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,0,0,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,21.0,46.0,37.0,0.0,1
992,1.0,26.0,0,0,1.0,211.0,1.0,1.0,1,4,60,1,12.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,960.0,60.0,1,960.0,60.0,137.440206185567,96.0,1,96,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,27.0,87.0,70.0,0.0,1
1010,1.0,60.0,0,0,1.0,211.0,2.0,1.0,1,1,0,5,34.0,0,0,2,0.0,47530.01,0.0,0,5.0,2.0,1.0,0.0,10,1,0,0,1,11.0,15.0,61.0,0,0,0.0,0.0,0.0,0.0,0.03,0.03,1,240.0,0.0,1,960.0,0.0,36.0,36.0,1,24,997.0,3.0,0.0,1.0,1.0,0,1.0,47530.01,13.31,2.0,15.0,27.0,21.0,8.0,1
1018,1.0,47.0,0,0,1.0,211.0,6.0,1.0,1,88,0,1,12.0,0,0,1,0.0,237800.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,16.0,0.0,1.0,1.0,0,1.0,237800.0,11.89,6.0,21.0,96.0,77.0,7.0,1
1019,1.0,27.0,0,0,1.0,49.0,6.0,1.0,1,20,120,1,24.0,0,0,1,0.0,134371400.0,1.0,0,6.0,3.0,2.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,70.0,70.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,133360000.0,6668.0,1.0,33.0,168.0,135.0,2.0,1
1032,1.0,39.0,0,0,1.0,49.0,6.0,0.0,1,70,120,1,9.0,0,0,1,0.0,27100000.0,1.0,0,1.0,3.0,2.0,4.0,10,1,0,0,1,48.0,1206.0,17.0,0,0,0.0,0.0,1.0,1.0,30.0,30.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,19000000.0,9500.0,1.0,24.0,63.0,51.0,3.0,1
1034,1.0,37.0,0,0,1.0,60.0,6.0,1.0,1,78,120,1,21.0,0,0,4,0.0,64756246.960035145,1.0,0,3.0,6.0,1.0,0.0,10,1,0,0,1,15.0,1200.0,60.0,0,0,0.0,0.0,0.0,0.0,144.0,144.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,7.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,31.0,188.0,151.0,8.0,1
1038,1.0,28.0,0,37086,1.0,49.0,4.0,0.0,1,72,60,1,9.0,0,0,1,0.0,154600.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,1.0,0.0,0.0,40.0,40.0,1,480.0,60.0,1,600.0,60.0,60.0,48.0,1,48,0.0,0.0,37086.0,1.0,2.0,0,5.0,154600.0,154600.0,1.0,23.0,57.0,46.0,2.0,1
1041,1.0,30.0,0,0,1.0,211.0,6.0,1.0,1,77,60,1,12.0,0,0,1,1.0,852000.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,11.0,1211.0,14.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,60,0.0,4.0,0.0,1.0,1.0,0,1.0,852000.0,426.0,3.0,25.0,87.0,70.0,8.0,1
1045,1.0,23.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,32.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,78.0,78.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,4.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,31.0,168.0,135.0,2.0,1
1051,1.0,30.0,0,0,1.0,211.0,3.0,1.0,3,12,120,8,34.0,0,0,1,0.0,16260000.0,0.0,1,5.0,3.0,1.0,2.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,300.0,300.0,1,9996.0,120.0,1,9996.0,120.0,72.0,34.99150401836969,1,72,0.0,7.0,0.0,1.0,1.0,0,2.0,16260000.0,16260.0,6.0,37.0,9996.0,360.0,8.0,1
1052,1.0,48.0,0,0,1.0,211.0,1.0,1.0,1,22,60,1,21.0,0,0,2,0.0,700000.0,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,1.0,14.0,1200.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,137.440206185567,48.0,1,60,0.0,3.0,0.0,1.0,1.0,0,2.0,700000.0,3500.0,2.0,25.0,78.0,63.0,8.0,1
1059,1.0,29.0,0,0,1.0,211.0,1.0,0.0,1,4,12,1,10.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,480.0,12.0,1,480.0,12.0,996.0,72.0,1,72,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,19.0,37.0,30.0,7.0,1
1060,2.0,19.0,0,0,1.0,211.0,77.0,1.0,1,48,0,1,11.0,0,0,2,0.0,615150.0,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,66.0,66.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,2.0,0.0,1.0,1.0,0,1.0,578900.0,57.89,2.0,25.0,78.0,63.0,0.0,1
1065,1.0,39.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,21.0,0,0,1,1.0,174400000.0,0.0,0,3.0,1.0,1.0,1.5311047437121936,10,1,0,0,1,19.0,703.0,732.0,0,0,0.0,0.0,0.0,0.0,77.0,77.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,7.0,0.0,1.0,1.0,0,2.0,174400000.0,8720.0,4.0,35.0,293.0,235.0,2.0,1
1068,1.0,28.0,0,600,1.0,211.0,6.0,1.0,1,14,120,1,12.0,0,0,2,0.0,6312661.88,0.0,0,3.0,2.0,4.0,3.0,10,1,0,0,1,703.0,875.0,4.0,0,0,0.0,0.0,2.0,1.0,78.0,78.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,3.0,0.0,1.0,3.0,0,1.0,6244000.0,312.2,2.0,29.0,121.0,97.0,8.0,1
1071,1.0,27.0,0,0,1.0,211.0,6.0,1.0,1,73,120,1,21.0,0,0,1,0.0,8940000.0,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,8940000.0,447.0,2.0,29.0,121.0,97.0,0.0,1
1076,1.0,32.0,0,0,1.0,211.0,6.0,1.0,1,41,120,5,11.0,0,0,1,1.0,119709000.0,0.0,0,1.0,3.0,2.0,0.0,10,1,0,0,1,2.0,3.0,15.0,0,0,0.0,0.0,2.0,1.0,88.0,88.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,2.0,0.0,1.0,1.0,0,1.0,113800000.0,5690.0,2.0,37.0,293.0,235.0,7.0,1
1078,1.0,54.0,0,0,1.0,211.0,4.0,1.0,1,41,0,1,21.0,0,0,1,0.0,114800.0,0.0,0,3.0,3.0,1.0,1.0,10,1,0,0,1,19.0,11.0,1209.0,0,0,0.0,0.0,0.0,0.0,21.0,21.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,5.0,0.0,1.0,1.0,0,2.0,114800.0,114800.0,3.0,19.0,46.0,37.0,2.0,1
1083,2.0,44.0,0,0,1.0,49.0,1.0,1.0,1,74,120,1,9.0,0,0,1,0.0,258200000.0,1.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,16.0,17.0,61.0,0,0,0.0,0.0,2.0,1.0,80.0,80.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,258200000.0,1291000.0,1.0,35.0,210.0,168.0,7.0,1
1084,2.0,37.0,0,36000,1.0,211.0,77.0,1.0,1,30,0,1,16.0,0,0,1,0.0,1183017.0,0.0,0,6.0,1.0,14.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,4.0,1.0,1.0,1.0,51.0,51.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,0.0,36000.0,1.0,2.0,0,1.0,510942.0,76.26,1.0,25.0,71.0,57.0,8.0,1
1087,1.0,33.0,0,0,1.0,211.0,6.0,1.0,1,25,120,1,10.0,0,0,2,0.0,82200000.0,0.0,0,1.0,2.0,1.0,3.0,10,1,0,0,1,19.0,703.0,875.0,0,0,0.0,0.0,2.0,1.0,96.0,96.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,3.0,0.0,1.0,1.0,0,2.0,82200000.0,4110.0,2.0,36.0,262.0,210.0,2.0,1
1088,1.0,27.0,0,0,1.0,211.0,4.0,1.0,1,41,60,1,34.0,0,0,1,1.0,187310.0,0.0,0,5.0,3.0,1.0,4.0,10,1,0,0,1,11.0,60.0,61.0,0,0,0.0,0.0,2.0,1.0,15.0,15.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,12,0.0,3.0,0.0,1.0,1.0,0,2.0,187310.0,187310.0,2.0,21.0,51.0,41.0,7.0,1
1092,1.0,26.0,0,0,1.0,211.0,1.0,1.0,1,7,120,1,34.0,0,0,2,1.0,64756246.960035145,0.0,0,5.0,2.0,1.0,1.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,4.0,4.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,12,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,23.0,57.0,46.0,2.0,1
1094,2.0,26.0,0,0,1.0,211.0,6.0,1.0,1,83,0,1,21.0,0,0,2,0.0,556400.0,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,3.0,4.0,15.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,48.0,0.0,1,48.0,0.0,12.0,34.99150401836969,1,12,0.0,8.0,0.0,1.0,1.0,0,1.0,556400.0,27.82,4.0,25.0,105.0,84.0,7.0,1
1095,2.0,26.0,0,0,1.0,49.0,6.0,0.0,1,87,0,1,16.0,0,0,1,0.0,64756246.960035145,1.0,0,6.0,3.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,41.0,41.0,1,240.0,0.0,1,240.0,0.0,137.440206185567,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,22.0,51.0,41.0,0.0,1
1096,1.0,45.0,0,0,1.0,211.0,6.0,1.0,1,49,120,1,34.0,0,0,1,1.0,64756246.960035145,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,1200.0,61.0,0,0,0.0,0.0,1.0,1.0,30.0,30.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,25.0,71.0,57.0,2.0,1
1097,2.0,22.0,0,0,1.0,211.0,6.0,1.0,1,53,60,5,12.0,0,0,1,0.0,296000.0,0.0,0,3.0,1.0,1.0,3.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,2.0,1.0,37.0,37.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,48,0.0,3.0,0.0,1.0,1.0,0,1.0,296000.0,14.8,2.0,21.0,51.0,41.0,8.0,1
1100,1.0,34.0,0,0,1.0,211.0,6.0,1.0,1,82,120,1,21.0,0,0,1,0.0,11748200.0,0.0,0,3.0,3.0,3.0,0.0,10,1,0,0,1,1209.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,9.0,0.0,1.0,1.0,0,1.0,11540000.0,577.0,4.0,31.0,188.0,151.0,7.0,1
1102,2.0,23.0,0,0,1.0,49.0,6.0,0.0,1,41,120,1,11.0,0,0,1,0.0,39800000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,11.0,1200.0,60.0,0,0,0.0,0.0,1.0,1.0,50.0,50.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,39800000.0,1990.0,1.0,33.0,168.0,135.0,8.0,1
1105,1.0,22.0,0,0,1.0,49.0,4.0,1.0,1,41,0,5,6.0,0,0,1,0.0,95250.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,46.0,46.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,5.0,0.0,1.0,1.0,0,2.0,95250.0,95250.0,3.0,19.0,46.0,37.0,0.0,1
1109,1.0,48.0,0,0,1.0,211.0,1.0,0.0,1,73,120,1,12.0,0,0,1,0.0,4410000.0,0.0,0,3.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,46.0,46.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,4410000.0,22050.0,1.0,23.0,57.0,46.0,0.0,1
1116,2.0,37.0,0,0,1.0,31.0,1.0,0.0,1,30,120,5,5.0,0,0,1,0.0,44000000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,1206.0,61.0,669.0,0,0,0.0,0.0,1.0,1.0,87.0,87.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,44000000.0,220000.0,1.0,31.0,135.0,108.0,8.0,1
1129,1.0,28.0,0,0,1.0,211.0,2.0,1.0,1,90,0,1,34.0,0,0,2,0.0,111772.3,0.0,0,5.0,2.0,1.0,0.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,75.0,75.0,1,240.0,0.0,1,240.0,0.0,60.0,36.0,1,60,0.0,5.0,0.0,1.0,1.0,0,1.0,111772.3,31.3,6.0,29.0,188.0,151.0,4.0,1
1133,1.0,30.0,0,0,1.0,211.0,6.0,1.0,1,40,120,1,12.0,0,0,1,1.0,2160000.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,60.0,61.0,875.0,0,0,0.0,0.0,2.0,1.0,49.0,49.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,2160000.0,108.0,3.0,27.0,108.0,87.0,8.0,1
1135,2.0,41.0,0,0,1.0,211.0,6.0,1.0,1,87,120,1,23.0,0,0,1,0.0,64756246.960035145,0.0,0,5.0,3.0,1.0,5.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,65.0,65.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,31.0,168.0,135.0,2.0,1
1142,2.0,28.0,1,0,1.0,221.0,4.0,1.0,1,74,0,1,12.0,0,0,1,0.0,64756246.960035145,1.0,0,3.0,1.0,1.0,0.0,10,0,36,1,1,703.0,732.0,861.0,0,0,0.0,0.0,0.0,0.0,8.0,8.0,3,60.0,0.0,1,60.0,0.0,36.0,0.0,0,0,0.0,3.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,2.0,13.0,21.0,15.0,4.0,1
1152,1.0,56.0,1,0,1.0,211.0,6.0,1.0,1,75,120,5,21.0,0,0,4,0.0,127527600.0,0.0,0,3.0,6.0,3.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,136.0,136.0,2,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,12.0,0.0,1.0,1.0,0,2.0,117340000.0,58670.0,5.0,37.0,405.0,324.0,2.0,1
1158,1.0,33.0,0,0,1.0,211.0,6.0,1.0,1,87,60,1,12.0,0,0,1,0.0,43076000.0,0.0,0,3.0,3.0,2.0,0.0,10,1,0,0,1,2.0,3.0,1209.0,0,0,0.0,0.0,0.0,0.0,140.0,140.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,23260000.0,11630.0,3.0,35.0,262.0,210.0,8.0,1
1164,1.0,40.0,0,0,1.0,211.0,6.0,1.0,1,71,120,1,34.0,0,0,1,0.0,3200000.0,0.0,0,5.0,3.0,1.0,3.0,10,1,0,0,1,1200.0,1200.0,1200.0,0,0,4.0,0.0,2.0,1.0,72.0,72.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,4.0,0.0,1.0,1.0,0,2.0,3200000.0,1600.0,3.0,29.0,135.0,108.0,5.0,1
1165,1.0,38.0,0,0,1.0,30.0,2.0,1.0,1,16,120,1,34.0,0,0,1,0.0,121964.0,1.0,0,5.0,3.0,3.0,5.0,10,1,0,0,1,19.0,777.0,4.0,0,0,0.0,0.0,0.0,0.0,48.0,48.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,12,0.0,3.0,0.0,1.5,1.0,0,1.0,121414.0,34.0,2.0,28.0,108.0,87.0,2.0,1
