,accgdln,age,altdum,amttotal,casetype,citwhere,combdrg2,crimhist,disposit,district,drugmin,dsplea,educatn,intdum,methmin,monrace,monsex,mweight,newcit,newcnvtn,neweduc,newrace,nodrug,numdepen,offguide,prisdum,probatn,probdum,quarter,reas1,reas2,reas3,regsxmin,relmin,restdet1,restdum,safe,safety,senspcap,sensplt0,sentimp,smax1,smin1,sources,statmax,statmin,supermax,supermin,suprdum,suprel,timservc,totchpts,totrest,totunit,typemony,typeoths,unit1,mwgt1,wgt1,xcrhissr,xfolsor,xmaxsor,xminsor,sentrnge,no_of_misclass
3442,1.0,23.0,0,0,1.0,211.0,6.0,1.0,1,70,60,1,12.0,0,0,1,0.0,914020.0,0.0,0,3.0,3.0,3.0,0.0,10,1,0,0,1,48.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,24,0.0,1.0,0.0,1.0,1.0,0,1.0,507320.0,253.66,1.0,21.0,46.0,37.0,3.0,1
3446,1.0,32.0,0,0,1.0,211.0,6.0,1.0,1,72,120,1,32.0,0,0,1,0.0,9072000.0,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,105.0,105.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,13.0,0.0,1.0,1.0,0,1.0,9072000.0,453.6,6.0,29.0,188.0,151.0,2.0,1
3450,2.0,49.0,0,0,1.0,211.0,6.0,1.0,1,60,120,1,34.0,0,0,1,0.0,664105400.0,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,2.0,1206.0,17.0,0,0,0.0,0.0,0.0,0.0,188.0,188.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,664105400.0,33205.27,1.0,38.0,293.0,235.0,8.0,1
3453,2.0,38.0,0,0,1.0,211.0,6.0,1.0,1,73,120,1,21.0,0,0,1,0.0,45200000.0,0.0,0,3.0,1.0,1.0,1.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,32.0,0.0,1.0,1.0,0,2.0,45200000.0,2260.0,6.0,33.0,293.0,235.0,7.0,1
3454,1.0,25.0,0,0,1.0,211.0,3.0,1.0,1,69,60,1,21.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,1.0,1.0,10,1,0,0,1,11.0,15.0,217.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,2.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,27.0,97.0,78.0,8.0,1
3456,2.0,56.0,0,0,1.0,211.0,6.0,1.0,1,73,120,1,32.0,0,0,1,0.0,94952000.0,0.0,0,1.0,1.0,1.0,1.0,10,1,0,0,1,17.0,18.0,875.0,0,0,0.0,0.0,2.0,1.0,80.0,80.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,8.0,0.0,1.0,1.0,0,1.0,94952000.0,4747.6,4.0,29.0,151.0,121.0,8.0,1
3457,1.0,36.0,0,0,1.0,49.0,6.0,0.0,1,79,120,1,8.0,0,0,1,0.0,132654730.0,1.0,0,1.0,3.0,3.0,1.5311047437121936,10,1,0,0,1,14.0,17.0,650.0,0,0,0.0,0.0,1.0,1.0,36.0,36.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,132551800.0,6627.59,1.0,29.0,108.0,87.0,7.0,1
3462,1.0,30.0,0,0,1.0,211.0,6.0,1.0,1,71,120,1,34.0,0,0,2,0.0,3884000.0,0.0,0,5.0,2.0,1.0,0.0,10,1,0,0,1,1211.0,675.0,828.0,0,0,0.0,0.0,2.0,1.0,0.03,0.03,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,997.0,3.0,0.0,1.0,1.0,0,1.0,3884000.0,194.2,2.0,29.0,121.0,97.0,8.0,1
3469,1.0,38.0,0,0,1.0,211.0,1.0,1.0,1,63,60,1,21.0,0,0,2,0.0,265220.0,0.0,0,3.0,2.0,1.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,6.0,0.0,1.0,1.0,0,1.0,265220.0,1326.1,3.0,21.0,57.0,46.0,0.0,1
3471,1.0,44.0,0,0,1.0,211.0,6.0,1.0,1,19,120,1,21.0,0,0,1,0.0,4976600.0,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,360.0,360.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,17.0,0.0,1.0,1.0,0,1.0,4976600.0,248.83,6.0,37.0,9996.0,360.0,0.0,1
3472,1.0,46.0,0,0,1.0,211.0,1.0,1.0,1,52,0,1,34.0,0,0,2,0.0,2680.0,0.0,0,5.0,2.0,1.0,0.0,10,1,0,0,1,11.0,17.0,61.0,0,0,4.0,0.0,0.0,0.0,90.0,90.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,8.0,0.0,1.0,1.0,0,1.0,2680.0,13.4,6.0,29.0,188.0,151.0,8.0,1
3479,1.0,32.0,0,1800,1.0,211.0,4.0,1.0,1,43,60,1,24.0,0,0,1,0.0,64756246.960035145,0.0,0,6.0,1.0,1.0,0.0,10,1,0,0,1,16.0,17.0,19.0,0,0,4.0,0.0,1.0,1.0,30.0,30.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,1.0,21.0,46.0,37.0,2.0,1
3481,1.0,31.0,0,0,1.0,211.0,2.0,1.0,1,39,60,1,34.0,0,0,2,0.0,199976.0,0.0,0,5.0,2.0,1.0,7.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,1.0,0.0,1.0,1.0,0,1.0,199976.0,56.0,1.0,23.0,57.0,46.0,0.0,1
3495,2.0,34.0,0,0,1.0,211.0,6.0,1.0,1,77,120,1,21.0,0,0,1,0.0,1054800.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,0.0,0.0,72.03,72.03,1,9996.0,120.0,1,9996.0,180.0,60.0,24.0,1,60,0.0,16.0,0.0,1.0,1.0,0,1.0,1054800.0,52.74,6.0,27.0,162.0,130.0,2.0,1
3496,1.0,32.0,0,0,1.0,211.0,6.0,1.0,1,77,60,5,21.0,0,0,1,0.0,212900.0,0.0,0,3.0,1.0,2.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,9.0,0.0,1.0,1.0,0,1.0,142000.0,7.1,4.0,21.0,71.0,57.0,0.0,1
3499,1.0,31.0,0,0,1.0,49.0,6.0,1.0,1,88,120,1,0.0,0,0,1,0.0,42916440.0,1.0,0,1.0,3.0,4.0,4.0,10,1,0,0,1,16.0,17.0,1200.0,0,0,0.0,0.0,1.0,1.0,87.0,87.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,27600000.0,13800.0,1.0,31.0,135.0,108.0,8.0,1
3514,1.0,50.0,0,0,1.0,211.0,3.0,1.0,1,8,120,1,24.0,0,0,1,0.0,3000000.0,0.0,0,6.0,1.0,1.0,0.0,10,1,0,0,1,1205.0,1206.0,650.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,8.0,0.0,1.0,1.0,0,2.0,3000000.0,3000.0,6.0,34.0,327.0,262.0,5.0,1
3517,1.0,27.0,0,303500,1.0,211.0,1.0,1.0,1,8,120,5,0.0,0,0,1,0.0,3099880.0,0.0,0,1.0,3.0,4.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,1.0,0.0,0.0,41.03,41.03,1,60.0,0.0,1,9996.0,240.0,60.0,34.99150401836969,1,36,41.03,0.0,303500.0,4.0,2.0,0,2.0,1000000.0,5000.0,1.0,33.0,168.0,135.0,2.0,1
3519,1.0,31.0,0,0,1.0,211.0,6.0,1.0,3,20,180,8,32.0,0,0,2,0.0,134000000.0,0.0,1,1.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,420.0,420.0,1,9996.0,180.0,1,9996.0,240.0,120.0,24.0,1,120,0.0,13.0,0.0,1.0,1.0,0,2.0,134000000.0,6700.0,6.0,40.0,9996.0,360.0,0.0,1
3521,1.0,24.0,0,0,1.0,211.0,77.0,1.0,1,20,240,1,34.0,0,0,1,0.0,201.0,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,293.0,293.0,1,9996.0,240.0,1,9996.0,240.0,60.0,36.0,1,36,0.0,2.0,0.0,1.0,1.0,0,10.0,201.0,0.03,2.0,37.0,293.0,235.0,0.0,1
3524,1.0,36.0,0,0,1.0,211.0,1.0,1.0,1,17,60,1,21.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,12.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,5.0,23.0,105.0,84.0,0.0,1
3528,1.0,37.0,0,0,1.0,49.0,6.0,1.0,1,74,120,1,12.0,0,0,1,0.0,143200000.0,1.0,0,3.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,36.0,36.0,1,9996.0,120.0,1,9996.0,120.0,996.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,143200000.0,7160.0,1.0,27.0,87.0,70.0,2.0,1
3531,2.0,42.0,0,0,1.0,49.0,6.0,0.0,1,74,120,1,6.0,0,0,1,0.0,5084050.0,1.0,0,1.0,3.0,3.0,3.0,10,1,0,0,1,19.0,703.0,4.0,0,0,0.0,0.0,1.0,1.0,41.0,41.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,4306000.0,215.3,1.0,27.0,87.0,70.0,2.0,1
3532,2.0,37.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,22.0,0,0,1,1.0,2000000.0,0.0,0,5.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,1211.0,15.0,0,0,0.0,0.0,2.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,4.0,0.0,1.0,1.0,0,2.0,2000000.0,1000.0,3.0,25.0,87.0,70.0,3.0,1
3537,1.0,35.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,22.0,0,0,1,0.0,477400000.0,0.0,0,5.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,15.0,1200.0,61.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,9996.0,120.0,1,9996.0,120.0,996.0,48.0,1,48,0.0,9.0,0.0,1.0,1.0,0,2.0,477400000.0,23870.0,6.0,37.0,9996.0,360.0,7.0,1
3540,1.0,34.0,0,0,1.0,49.0,4.0,1.0,1,41,0,5,6.0,0,0,1,0.0,95250.0,1.0,0,1.0,3.0,1.0,3.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,40.0,40.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,12,0.0,6.0,0.0,1.0,1.0,0,2.0,95250.0,95250.0,3.0,19.0,46.0,37.0,0.0,1
3549,1.0,26.0,1,0,1.0,211.0,1.0,1.0,1,42,120,1,21.0,1,0,1,1.0,1000000.0,0.0,0,3.0,1.0,1.0,4.0,10,1,0,0,1,38.0,1205.0,4.0,0,0,0.0,0.0,1.0,1.0,36.0,36.0,2,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,1000000.0,5000.0,1.0,23.0,57.0,46.0,8.0,1
3553,1.0,27.0,0,0,1.0,49.0,4.0,0.0,1,41,60,1,0.0,0,0,1,0.0,309050.0,1.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,19.0,1206.0,61.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,309050.0,309050.0,1.0,26.0,78.0,63.0,2.0,1
3555,2.0,52.0,0,0,1.0,49.0,6.0,0.0,1,42,60,1,6.0,0,0,1,0.0,69400000.0,1.0,0,1.0,3.0,1.0,5.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,0.0,0.0,1.0,1.0,0,2.0,69400000.0,3470.0,1.0,35.0,210.0,168.0,8.0,1
3556,2.0,27.0,1,0,1.0,211.0,3.0,1.0,1,74,60,1,12.0,0,0,1,1.0,64756246.960035145,0.0,0,3.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,1211.0,4.0,0,0,0.0,0.0,1.0,1.0,16.0,16.0,2,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,17.0,30.0,24.0,3.0,1
3559,1.0,29.0,0,0,1.0,211.0,6.0,1.0,1,30,60,1,11.0,0,0,2,0.0,46606.0,0.0,0,1.0,2.0,4.0,4.0,10,1,0,0,1,2.0,1211.0,15.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,180.0,1,9996.0,180.0,60.0,24.0,1,60,0.0,16.0,0.0,1.0,1.0,0,1.0,40600.0,20.3,6.0,31.0,235.0,188.0,8.0,1
3561,1.0,51.0,0,0,1.0,49.0,77.0,1.0,1,70,120,1,11.0,0,0,1,0.0,7250000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,48.0,60.0,4.0,0,0,0.0,0.0,1.0,1.0,27.0,27.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,7250000.0,2900.0,1.0,23.0,57.0,46.0,3.0,1
3576,2.0,57.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,12.0,0,0,1,0.0,43600000.0,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,48.0,3.0,4.0,0,0,0.0,0.0,2.0,1.0,46.0,46.0,1,9996.0,120.0,3,9996.0,120.0,996.0,36.0,1,36,0.0,2.0,0.0,1.0,1.0,0,2.0,43600000.0,2180.0,2.0,26.0,87.0,70.0,3.0,1
3578,1.0,55.0,0,0,1.0,211.0,77.0,1.0,3,73,0,8,23.0,0,0,2,0.0,96480.0,0.0,1,5.0,2.0,1.0,1.5311047437121936,10,1,0,0,1,14.0,15.0,2.0,0,0,0.0,0.0,0.0,0.0,39.0,39.0,1,240.0,0.0,1,480.0,0.0,36.0,34.99150401836969,1,36,0.0,6.0,0.0,1.0,1.0,0,1.0,96480.0,14.4,3.0,22.0,63.0,51.0,5.0,1
3579,2.0,32.0,0,0,1.0,211.0,6.0,1.0,1,60,60,1,34.0,0,0,2,0.0,64756246.960035145,0.0,0,5.0,2.0,1.0,5.0,10,1,0,0,1,1211.0,15.0,17.0,0,0,0.0,0.0,0.0,0.0,94.0,94.0,1,480.0,60.0,1,480.0,60.0,996.0,48.0,1,48,0.0,6.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,31.0,235.0,188.0,8.0,1
3582,1.0,24.0,0,0,1.0,211.0,6.0,1.0,1,73,120,1,22.0,0,0,1,0.0,26850000.0,0.0,0,5.0,3.0,2.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,6.0,0.0,1.0,1.0,0,2.0,26600000.0,1330.0,3.0,26.0,97.0,78.0,0.0,1
3585,1.0,33.0,0,1500,1.0,211.0,4.0,1.0,1,38,0,1,34.0,0,0,1,0.0,11.0,0.0,0,5.0,1.0,3.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,23.0,23.0,1,120.0,0.0,1,120.0,0.0,36.0,24.0,1,36,0.0,7.0,0.0,1.0,3.0,0,1.0,11.0,11.0,4.0,12.0,27.0,21.0,0.0,1
3587,2.0,45.0,0,2000,1.0,211.0,4.0,1.0,3,38,0,8,12.0,0,0,2,0.0,172000.0,0.0,1,3.0,2.0,1.0,5.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,135.0,135.0,1,240.0,0.0,1,528.0,0.0,36.0,34.99150401836969,1,36,0.0,3.0,0.0,1.0,3.0,3,2.0,172000.0,172000.0,2.0,30.0,135.0,108.0,0.0,1
3592,1.0,54.0,0,0,1.0,211.0,77.0,1.0,1,41,0,1,22.0,0,0,1,1.0,166465.6,0.0,0,5.0,3.0,1.0,1.0,10,1,0,0,1,1209.0,1200.0,60.0,0,0,0.0,0.0,0.0,0.0,42.0,42.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,13.0,0.0,1.0,1.0,0,1.0,166465.6,996.8,6.0,21.0,96.0,77.0,8.0,1
3604,1.0,54.0,0,0,1.0,49.0,1.0,1.0,1,90,120,1,34.0,0,0,1,0.0,64756246.960035145,1.0,0,5.0,3.0,1.0,0.0,10,1,0,0,1,19.0,652.0,4.0,0,0,0.0,0.0,0.0,0.0,186.0,186.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,42.0,9996.0,360.0,2.0,1
3622,2.0,25.0,0,0,1.0,211.0,6.0,0.0,1,74,120,1,34.0,0,0,1,0.0,400028800.0,0.0,0,5.0,3.0,2.0,1.5311047437121936,10,1,0,0,1,48.0,1211.0,61.0,0,0,0.0,0.0,1.0,1.0,36.0,36.0,1,9996.0,120.0,1,9996.0,120.0,996.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,400000000.0,20000.0,1.0,27.0,87.0,70.0,3.0,1
3625,1.0,48.0,0,0,1.0,211.0,6.0,1.0,1,65,0,1,11.0,0,0,1,0.0,96845.74,0.0,0,1.0,1.0,4.0,2.0,10,1,0,0,1,2.0,15.0,60.0,0,0,4.0,0.0,0.0,0.0,66.0,66.0,1,240.0,0.0,1,9996.0,60.0,60.0,36.0,1,36,0.0,6.0,0.0,1.0,1.0,0,1.0,96700.0,48.35,3.0,19.0,46.0,37.0,7.0,1
3629,1.0,26.0,0,0,1.0,211.0,2.0,1.0,1,8,0,1,32.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,1211.0,15.0,61.0,0,0,0.0,0.0,0.0,0.0,36.0,36.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,60,0.0,4.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,27.0,108.0,87.0,8.0,1
3630,2.0,28.0,0,0,1.0,211.0,6.0,1.0,1,14,120,1,12.0,0,0,2,0.0,64756246.960035145,0.0,0,3.0,2.0,1.0,0.0,10,1,0,0,1,19.0,875.0,4.0,0,0,0.0,0.0,2.0,1.0,55.0,55.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,5.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,25.0,87.0,70.0,2.0,1
3637,1.0,40.0,0,0,1.0,49.0,6.0,1.0,1,18,120,1,21.0,0,0,1,0.0,2126000.0,1.0,0,3.0,3.0,1.0,4.0,10,1,0,0,1,2.0,3.0,11.0,0,0,0.0,0.0,1.0,1.0,48.0,48.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,1.0,2126000.0,1063.0,1.0,25.0,71.0,57.0,7.0,1
3641,1.0,35.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,32.0,0,0,1,0.0,6015400.0,0.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,60.0,741.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,6015400.0,300.77,2.0,31.0,151.0,121.0,7.0,1
3643,1.0,29.0,0,0,1.0,49.0,6.0,1.0,1,41,120,5,4.0,0,0,1,0.0,54029920.0,1.0,0,1.0,3.0,2.0,5.0,10,1,0,0,1,60.0,61.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,54000000.0,2700.0,1.0,39.0,327.0,262.0,8.0,1
3647,2.0,35.0,0,0,1.0,211.0,3.0,0.0,1,41,120,5,6.0,0,0,1,0.0,968400.0,0.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,31.0,31.0,1,9996.0,120.0,1,9996.0,120.0,36.0,12.0,1,24,0.0,0.0,0.0,1.0,1.0,0,1.0,968400.0,968.4,1.0,23.0,57.0,46.0,2.0,1
3654,1.0,48.0,0,0,1.0,211.0,6.0,1.0,1,41,120,1,12.0,0,0,1,0.0,58400800.0,0.0,0,3.0,3.0,3.0,1.0,10,1,0,0,1,11.0,60.0,61.0,0,0,0.0,0.0,1.0,1.0,72.0,72.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,1.0,0.0,1.0,1.0,0,2.0,40800000.0,2040.0,1.0,33.0,168.0,135.0,8.0,1
3655,2.0,55.0,0,0,1.0,211.0,1.0,1.0,1,41,120,1,21.0,0,0,1,0.0,14000000.0,0.0,0,3.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,141.0,141.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,8.0,0.0,1.0,1.0,0,2.0,14000000.0,70000.0,4.0,33.0,235.0,188.0,2.0,1
3663,8.0,21.0,0,0,2.0,211.0,4.0,1.0,1,70,0,1,12.0,0,0,1,0.0,39000.0,0.0,0,3.0,3.0,1.0,1.5311047437121936,9,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,0.0,1.97,1.97,1,12.0,0.0,9,12.0,0.0,12.0,0.0,0,0,0.0,4.781741931562633,0.0,1.0106441214038075,1.0,0,2.0,39000.0,39000.0,1.0,2.0,6.0,0.0,0.0,1
3670,1.0,26.0,0,0,1.0,211.0,77.0,1.0,1,31,0,1,32.0,0,0,2,0.0,6390.0,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,87.0,87.0,1,240.0,0.0,1,9996.0,60.0,60.0,36.0,1,36,0.0,10.0,0.0,1.0,1.0,0,1.0,3500.0,1.4,5.0,10.0,27.0,21.0,0.0,1
3675,8.0,21.0,0,0,2.0,49.0,4.0,1.0,1,70,0,1,12.0,0,0,1,0.0,56300.0,1.0,0,3.0,3.0,1.0,1.5311047437121936,9,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,2.96,2.96,1,12.0,0.0,9,12.0,0.0,12.0,0.0,0,0,0.0,4.781741931562633,0.0,1.0106441214038075,1.0,0,2.0,56300.0,56300.0,1.0,2.0,6.0,0.0,0.0,1
3679,2.0,23.0,0,0,1.0,28.0,6.0,1.0,1,19,120,5,34.0,0,0,1,0.0,16310000.0,1.0,0,5.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,60.0,60.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,1.0,16310000.0,815.5,1.0,24.0,63.0,51.0,0.0,1
3684,2.0,35.0,0,0,1.0,211.0,6.0,1.0,1,74,60,1,21.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,48.0,703.0,4.0,0,0,0.0,0.0,0.0,0.0,70.0,70.0,1,480.0,60.0,1,480.0,60.0,36.0,36.0,1,48,0.0,17.0,0.0,1.0,1.0,0,2.0,63560994.99244218,85104.43331456716,6.0,28.0,175.0,140.0,3.0,1
3693,2.0,30.0,0,0,1.0,40.0,6.0,1.0,1,18,0,1,31.0,0,0,1,0.0,559540.0,1.0,0,1.0,3.0,2.0,2.0,10,1,0,0,1,2.0,3.0,1206.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,5.0,0.0,1.0,1.0,0,1.0,554000.0,27.7,3.0,25.0,87.0,70.0,8.0,1
3694,1.0,46.0,0,0,1.0,211.0,1.0,1.0,1,14,120,1,9.0,0,0,1,1.0,200000.0,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,17.0,61.0,0,0,0.0,0.0,0.0,0.0,45.0,45.0,1,9996.0,120.0,1,9996.0,120.0,60.0,48.0,1,48,0.0,3.0,0.0,1.0,1.0,0,2.0,200000.0,1000.0,2.0,19.0,41.0,33.0,2.0,1
3695,2.0,62.0,1,0,1.0,211.0,1.0,1.0,1,74,0,1,9.0,0,0,1,0.0,200000.0,0.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,21.0,21.0,2,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,1.0,0.0,1.0,1.0,0,2.0,200000.0,1000.0,1.0,17.0,30.0,24.0,3.0,1
3699,2.0,24.0,0,0,1.0,49.0,6.0,0.0,1,74,120,1,34.0,0,0,1,0.0,202400000.0,1.0,0,5.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,996.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,202400000.0,10120.0,1.0,27.0,87.0,70.0,3.0,1
3700,2.0,26.0,0,0,1.0,211.0,6.0,1.0,1,19,120,1,12.0,0,0,1,0.0,3358000.0,0.0,0,3.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,41.0,41.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,1.0,0.0,1.0,1.0,0,1.0,3358000.0,167.9,1.0,22.0,51.0,41.0,0.0,1
